shapeid,y,x
107,-71.104343,42.3808503
107,-71.10424,42.3810181
108,-71.0745494,42.3571642
108,-71.0745926,42.3571616
109,-71.106413,42.385544
109,-71.105612,42.385279
110,-71.0895261,42.3836731
110,-71.087359,42.383126
111,-71.0745926,42.3571616
111,-71.0746325,42.3571613
111,-71.0746738,42.3571691
111,-71.0747166,42.3571731
111,-71.0747704,42.3571727
111,-71.0748682,42.3571624
111,-71.0750736,42.357128
111,-71.0752291,42.3570551
111,-71.0753856,42.3569133
111,-71.0755543,42.3567598
111,-71.0756279,42.3566846
111,-71.0757867,42.3565612
111,-71.0760362,42.3563804
111,-71.0762715,42.3562885
111,-71.0766388,42.3561788
111,-71.0776296,42.3559218
111,-71.0778938,42.3558498
111,-71.0780268,42.3558096
111,-71.0780998,42.3557878
111,-71.0781736,42.3557595
111,-71.0782706,42.3557139
111,-71.0783719,42.3556509
111,-71.0794674,42.3553404
111,-71.0803209,42.355113
111,-71.0807562,42.3549934
111,-71.0809342,42.3549373
111,-71.0811044,42.3548647
111,-71.0813239,42.3547342
111,-71.0814157,42.3546341
112,-71.1019,42.387907
112,-71.101637,42.388288
112,-71.101302,42.388722
112,-71.1012527,42.3888015
112,-71.100963,42.389181
112,-71.100864,42.389319
112,-71.100701,42.389545
112,-71.100635,42.389638
113,-71.106361,42.387367
113,-71.105483,42.387069
113,-71.104595,42.386761
114,-71.1068763,42.3866374
114,-71.106361,42.387367
114,-71.105953,42.387948
114,-71.105592,42.388471
114,-71.1052269,42.3890343
115,-71.094311,42.378791
115,-71.0943032,42.3788026
115,-71.0941637,42.3789858
115,-71.0941056,42.3790987
116,-71.1024965,42.3751057
116,-71.1017267,42.3756286
116,-71.1015773,42.3757368
116,-71.1011837,42.3760027
116,-71.101058,42.3760861
116,-71.1009841,42.3761304
116,-71.1006778,42.3762702
117,-71.095503,42.389229
117,-71.0951267,42.3891131
118,-71.1176905,42.3689022
118,-71.11728,42.3690121
119,-71.0730798,42.3560597
119,-71.0730413,42.3561106
119,-71.0730041,42.3561753
119,-71.0729587,42.3562687
119,-71.072934,42.3563574
119,-71.0729125,42.3564527
119,-71.0728935,42.3565277
119,-71.0727205,42.3571215
119,-71.072697,42.3571884
119,-71.072654,42.357292
120,-71.1037904,42.3775236
120,-71.1036402,42.3775223
120,-71.1034986,42.3775266
121,-71.1038164,42.3776074
121,-71.1038182,42.3775431
121,-71.1038177,42.3774959
121,-71.103798,42.3774958
121,-71.1036073,42.3774948
121,-71.1035516,42.3774957
121,-71.1034216,42.3774955
121,-71.103377,42.3774955
121,-71.1033346,42.3774954
122,-71.0978877,42.3880713
122,-71.099034,42.388478
122,-71.099233,42.388552
122,-71.099328,42.388587
122,-71.100098,42.388874
122,-71.100356,42.388966
122,-71.100963,42.389181
123,-71.1021167,42.3890947
123,-71.1012527,42.3888015
124,-71.1035635,42.3773707
124,-71.1035527,42.3773646
124,-71.1035065,42.377343
124,-71.1034329,42.3773074
124,-71.1034224,42.3773033
124,-71.1034035,42.3773043
124,-71.1033751,42.3773037
124,-71.103377,42.3774955
125,-71.0824806,42.3734784
125,-71.0821562,42.3736037
125,-71.0820567,42.3736771
125,-71.081994,42.37378
126,-71.10116,42.3775949
126,-71.1011883,42.3776259
126,-71.1012408,42.3776582
126,-71.1013776,42.3777117
126,-71.1015198,42.3777732
126,-71.1014829,42.3783664
126,-71.1014768,42.3784599
126,-71.1014198,42.3793292
126,-71.1014146,42.3794039
127,-71.1035527,42.3773646
127,-71.1035118,42.377411
128,-71.1105426,42.3850078
128,-71.110033,42.3849583
129,-71.082611,42.373926
129,-71.0824481,42.3737547
129,-71.0824186,42.3737013
129,-71.0824239,42.3736014
129,-71.0824806,42.3734784
130,-71.1015773,42.3757368
130,-71.1016398,42.3757914
130,-71.1016589,42.375808
130,-71.1021409,42.3762288
130,-71.1022237,42.376301
130,-71.1027791,42.3767457
130,-71.10302,42.376949
130,-71.1032845,42.3771668
130,-71.103454,42.3772413
130,-71.1039107,42.3774649
130,-71.1040858,42.3775635
130,-71.1041151,42.3775852
